Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1B,Matt Olson (13056421),Matt Olson,13056421,1B,4600,MIL@OAK 08/01/2019 03:37PM ET,OAK,8.63
RP,Ryan Buchter (13056853),Ryan Buchter,13056853,P,4600,MIL@OAK 08/01/2019 03:37PM ET,OAK,1.60
OF,Michael Conforto (13056431),Michael Conforto,13056431,OF,4500,NYM@CWS 08/01/2019 02:10PM ET,NYM,8.52
SS,Jorge Polanco (13056426),Jorge Polanco,13056426,SS,4500,MIN@MIA 08/01/2019 12:10PM ET,MIN,9.01
RP,Sergio Romo (13056856),Sergio Romo,13056856,P,4500,MIN@MIA 08/01/2019 12:10PM ET,MIN,2.69
RP,Trevor May (13056857),Trevor May,13056857,P,4500,MIN@MIA 08/01/2019 12:10PM ET,MIN,2.89
1B/OF,Jay Bruce (13056423),Jay Bruce,13056423,1B/OF,4500,SF@PHI 08/01/2019 01:05PM ET,PHI,7.98
C,J.T. Realmuto (13056432),J.T. Realmuto,13056432,C,4500,SF@PHI 08/01/2019 01:05PM ET,PHI,7.39
RP,Edward Paredes (13056854),Edward Paredes,13056854,P,4500,SF@PHI 08/01/2019 01:05PM ET,PHI,0
OF,Ramon Laureano (13056425),Ramon Laureano,13056425,OF,4500,MIL@OAK 08/01/2019 03:37PM ET,OAK,8.39
RP,Josh Hader (13056855),Josh Hader,13056855,P,4500,MIL@OAK 08/01/2019 03:37PM ET,MIL,6.59
RP,Tim Peterson (13056858),Tim Peterson,13056858,P,4400,NYM@CWS 08/01/2019 02:10PM ET,NYM,0.92
RP,Jacob Rhame (13056859),Jacob Rhame,13056859,P,4400,NYM@CWS 08/01/2019 02:10PM ET,NYM,2.16
OF,Eddie Rosario (13056435),Eddie Rosario,13056435,OF,4400,MIN@MIA 08/01/2019 12:10PM ET,MIN,9.04
RP,Jose Quijada (13056860),Jose Quijada,13056860,P,4400,MIN@MIA 08/01/2019 12:10PM ET,MIA,3.46
SS,Jean Segura (13056427),Jean Segura,13056427,SS,4400,SF@PHI 08/01/2019 01:05PM ET,PHI,7.97
1B/OF,Mark Canha (13056433),Mark Canha,13056433,1B/OF,4400,MIL@OAK 08/01/2019 03:37PM ET,OAK,7.40
3B,Matt Chapman (13056442),Matt Chapman,13056442,3B,4400,MIL@OAK 08/01/2019 03:37PM ET,OAK,8.50
SS,Tim Anderson (13056447),Tim Anderson,13056447,SS,4300,NYM@CWS 08/01/2019 02:10PM ET,CWS,8.5
SP,Dylan Covey (13056862),Dylan Covey,13056862,P,4300,NYM@CWS 08/01/2019 02:10PM ET,CWS,3.70
RP,Juan Minaya (13056863),Juan Minaya,13056863,P,4300,NYM@CWS 08/01/2019 02:10PM ET,CWS,2.97
1B/3B,Pablo Sandoval (13056440),Pablo Sandoval,13056440,1B/3B,4300,SF@PHI 08/01/2019 01:05PM ET,SF,5.37
RP,James Pazos (13056861),James Pazos,13056861,P,4300,SF@PHI 08/01/2019 01:05PM ET,PHI,0
RP,Blake Parker (13056864),Blake Parker,13056864,P,4300,SF@PHI 08/01/2019 01:05PM ET,PHI,2.39
OF,Ryan Braun (13056436),Ryan Braun,13056436,OF,4300,MIL@OAK 08/01/2019 03:37PM ET,MIL,6.95
C,Yasmani Grandal (13056437),Yasmani Grandal,13056437,C,4300,MIL@OAK 08/01/2019 03:37PM ET,MIL,7.89
2B/3B,Mike Moustakas (13056438),Mike Moustakas,13056438,2B/3B,4300,MIL@OAK 08/01/2019 03:37PM ET,MIL,8.75
3B/OF,J.D. Davis (13056445),J.D. Davis,13056445,3B/OF,4200,NYM@CWS 08/01/2019 02:10PM ET,NYM,5.57
SS,Amed Rosario (13056454),Amed Rosario,13056454,SS,4200,NYM@CWS 08/01/2019 02:10PM ET,NYM,7.43
RP,Paul Sewald (13056868),Paul Sewald,13056868,P,4200,NYM@CWS 08/01/2019 02:10PM ET,NYM,3.24
RP,Tyler Bashlor (13056869),Tyler Bashlor,13056869,P,4200,NYM@CWS 08/01/2019 02:10PM ET,NYM,1.69
OF,Byron Buxton (13056444),Byron Buxton,13056444,OF,4200,MIN@MIA 08/01/2019 12:10PM ET,MIN,7.98
3B,Evan Longoria (13056443),Evan Longoria,13056443,3B,4200,SF@PHI 08/01/2019 01:05PM ET,SF,6.72
3B/OF,Sean Rodriguez (13056449),Sean Rodriguez,13056449,3B/OF,4200,SF@PHI 08/01/2019 01:05PM ET,PHI,3.95
SP,Jose Alvarez (13056865),Jose Alvarez,13056865,P,4200,SF@PHI 08/01/2019 01:05PM ET,PHI,2.55
1B,Eric Thames (13056448),Eric Thames,13056448,1B,4200,MIL@OAK 08/01/2019 03:37PM ET,MIL,5.91
SP,Shelby Miller (13056866),Shelby Miller,13056866,P,4200,MIL@OAK 08/01/2019 03:37PM ET,MIL,1.32
RP,Deolis Guerra (13056867),Deolis Guerra,13056867,P,4200,MIL@OAK 08/01/2019 03:37PM ET,MIL,-8.9
1B/OF,Dominic Smith (13056451),Dominic Smith,13056451,1B/OF,4100,NYM@CWS 08/01/2019 02:10PM ET,NYM,4.48
3B,Todd Frazier (13056453),Todd Frazier,13056453,3B,4100,NYM@CWS 08/01/2019 02:10PM ET,NYM,6.94
RP,Arquimedes Caminero (13056871),Arquimedes Caminero,13056871,P,4100,NYM@CWS 08/01/2019 02:10PM ET,NYM,0
SP,Pat Dean (13056872),Pat Dean,13056872,P,4100,MIN@MIA 08/01/2019 12:10PM ET,MIN,0
RP,Ryne Harper (13056873),Ryne Harper,13056873,P,4100,MIN@MIA 08/01/2019 12:10PM ET,MIN,2.95
2B/SS,Donovan Solano (13056455),Donovan Solano,13056455,2B/SS,4100,SF@PHI 08/01/2019 01:05PM ET,SF,5.20
RP,Steven Okert (13056870),Steven Okert,13056870,P,4100,SF@PHI 08/01/2019 01:05PM ET,SF,0
SP,Ryan Burr (13056879),Ryan Burr,13056879,P,4000,NYM@CWS 08/01/2019 02:10PM ET,CWS,3.33
RP,Eric Hanhold (13056885),Eric Hanhold,13056885,P,4000,NYM@CWS 08/01/2019 02:10PM ET,NYM,0
RP,Randall Delgado (13056889),Randall Delgado,13056889,P,4000,NYM@CWS 08/01/2019 02:10PM ET,CWS,0
RP,Sean Burnett (13056890),Sean Burnett,13056890,P,4000,NYM@CWS 08/01/2019 02:10PM ET,NYM,0
RP,Mauricio Cabrera (13056895),Mauricio Cabrera,13056895,P,4000,NYM@CWS 08/01/2019 02:10PM ET,CWS,0
RP,Edwin Diaz (13056896),Edwin Diaz,13056896,P,4000,NYM@CWS 08/01/2019 02:10PM ET,NYM,3.15
RP,Seth Lugo (13056904),Seth Lugo,13056904,P,4000,NYM@CWS 08/01/2019 02:10PM ET,NYM,4.93
RP,Jeurys Familia (13056910),Jeurys Familia,13056910,P,4000,NYM@CWS 08/01/2019 02:10PM ET,NYM,1.46
RP,Chris Volstad (13056915),Chris Volstad,13056915,P,4000,NYM@CWS 08/01/2019 02:10PM ET,CWS,0
RP,Donn Roach (13056917),Donn Roach,13056917,P,4000,NYM@CWS 08/01/2019 02:10PM ET,CWS,0
RP,Brooks Pounders (13056924),Brooks Pounders,13056924,P,4000,NYM@CWS 08/01/2019 02:10PM ET,NYM,1.9
RP,Steve Nogosek (13056925),Steve Nogosek,13056925,P,4000,NYM@CWS 08/01/2019 02:10PM ET,NYM,0.37
RP,Thyago Vieira (13056926),Thyago Vieira,13056926,P,4000,NYM@CWS 08/01/2019 02:10PM ET,CWS,2.02
RP,Aaron Bummer (13056927),Aaron Bummer,13056927,P,4000,NYM@CWS 08/01/2019 02:10PM ET,CWS,3.50
RP,Evan Marshall (13056929),Evan Marshall,13056929,P,4000,NYM@CWS 08/01/2019 02:10PM ET,CWS,2.63
RP,Jose Ruiz (13056933),Jose Ruiz,13056933,P,4000,NYM@CWS 08/01/2019 02:10PM ET,CWS,1.46
RP,Jimmy Cordero (13056937),Jimmy Cordero,13056937,P,4000,NYM@CWS 08/01/2019 02:10PM ET,CWS,2.41
RP,Robert Gsellman (13056941),Robert Gsellman,13056941,P,4000,NYM@CWS 08/01/2019 02:10PM ET,NYM,2.99
RP,Josh Osich (13056943),Josh Osich,13056943,P,4000,NYM@CWS 08/01/2019 02:10PM ET,CWS,2.12
3B/OF,Jon Berti (13056460),Jon Berti,13056460,3B/OF,4000,MIN@MIA 08/01/2019 12:10PM ET,MIA,5.13
RP,Gabriel Moya (13056882),Gabriel Moya,13056882,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIN,0
RP,Preston Guilmet (13056884),Preston Guilmet,13056884,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIN,0
RP,R.J. Alvarez (13056886),R.J. Alvarez,13056886,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIA,0
RP,Zack Weiss (13056888),Zack Weiss,13056888,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIN,0
RP,Ben Meyer (13056899),Ben Meyer,13056899,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIA,0
RP,Carlos Torres (13056902),Carlos Torres,13056902,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIN,3.22
RP,Tyler Duffey (13056911),Tyler Duffey,13056911,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIN,3.52
RP,Taylor Rogers (13056912),Taylor Rogers,13056912,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIN,4.54
RP,Sean Poppen (13056919),Sean Poppen,13056919,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIN,3.44
RP,Cody Stashak (13056920),Cody Stashak,13056920,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIN,3.58
RP,Sam Dyson (13056928),Sam Dyson,13056928,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIN,3.42
RP,Jeff Brigham (13056930),Jeff Brigham,13056930,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIA,4.59
RP,Brett Graves (13056931),Brett Graves,13056931,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIA,0
RP,Tayron Guerrero (13056939),Tayron Guerrero,13056939,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIA,2.02
RP,Jarlin Garcia (13056940),Jarlin Garcia,13056940,P,4000,MIN@MIA 08/01/2019 12:10PM ET,MIA,3.25
OF,Adam Haseley (13056457),Adam Haseley,13056457,OF,4000,SF@PHI 08/01/2019 01:05PM ET,PHI,6.61
OF,Austin Slater (13056458),Austin Slater,13056458,OF,4000,SF@PHI 08/01/2019 01:05PM ET,SF,6.39
2B,Cesar Hernandez (13056463),Cesar Hernandez,13056463,2B,4000,SF@PHI 08/01/2019 01:05PM ET,PHI,6.78
SP,Jose Lopez (13056876),Jose Lopez,13056876,P,4000,SF@PHI 08/01/2019 01:05PM ET,SF,0
SP,Conner Menez (13056877),Conner Menez,13056877,P,4000,SF@PHI 08/01/2019 01:05PM ET,SF,16.25
SP,Nick Vincent (13056878),Nick Vincent,13056878,P,4000,SF@PHI 08/01/2019 01:05PM ET,SF,3.49
RP,Pedro Beato (13056887),Pedro Beato,13056887,P,4000,SF@PHI 08/01/2019 01:05PM ET,PHI,0
RP,Jeremy Bleich (13056891),Jeremy Bleich,13056891,P,4000,SF@PHI 08/01/2019 01:05PM ET,PHI,0
RP,Dan Slania (13056894),Dan Slania,13056894,P,4000,SF@PHI 08/01/2019 01:05PM ET,SF,0
RP,Kieran Lovegrove (13056898),Kieran Lovegrove,13056898,P,4000,SF@PHI 08/01/2019 01:05PM ET,SF,0
RP,Hector Neris (13056900),Hector Neris,13056900,P,4000,SF@PHI 08/01/2019 01:05PM ET,PHI,3.63
RP,Casey Kelly (13056905),Casey Kelly,13056905,P,4000,SF@PHI 08/01/2019 01:05PM ET,SF,0
RP,Victor Arano (13056906),Victor Arano,13056906,P,4000,SF@PHI 08/01/2019 01:05PM ET,PHI,7.37
RP,Adam Morgan (13056909),Adam Morgan,13056909,P,4000,SF@PHI 08/01/2019 01:05PM ET,PHI,2.27
RP,Pat Venditte (13056913),Pat Venditte,13056913,P,4000,SF@PHI 08/01/2019 01:05PM ET,SF,-2.95
RP,Trevor Gott (13056916),Trevor Gott,13056916,P,4000,SF@PHI 08/01/2019 01:05PM ET,SF,3.79
RP,Yacksel Rios (13056918),Yacksel Rios,13056918,P,4000,SF@PHI 08/01/2019 01:05PM ET,PHI,-1
RP,Williams Jerez (13056922),Williams Jerez,13056922,P,4000,SF@PHI 08/01/2019 01:05PM ET,SF,4.58
RP,Drew Anderson (13056932),Drew Anderson,13056932,P,4000,SF@PHI 08/01/2019 01:05PM ET,PHI,4.15
RP,Edgar Garcia (13056935),Edgar Garcia,13056935,P,4000,SF@PHI 08/01/2019 01:05PM ET,PHI,2.31
RP,Mike Morin (13056938),Mike Morin,13056938,P,4000,SF@PHI 08/01/2019 01:05PM ET,PHI,2.30
OF,Lorenzo Cain (13056459),Lorenzo Cain,13056459,OF,4000,MIL@OAK 08/01/2019 03:37PM ET,MIL,7.39
SP,Jacob Barnes (13056874),Jacob Barnes,13056874,P,4000,MIL@OAK 08/01/2019 03:37PM ET,MIL,2.36
SP,James Kaprielian (13056875),James Kaprielian,13056875,P,4000,MIL@OAK 08/01/2019 03:37PM ET,OAK,0
SP,Joakim Soria (13056880),Joakim Soria,13056880,P,4000,MIL@OAK 08/01/2019 03:37PM ET,OAK,2.77
SP,Junior Guerra (13056881),Junior Guerra,13056881,P,4000,MIL@OAK 08/01/2019 03:37PM ET,MIL,3.33
RP,Kyle Crockett (13056883),Kyle Crockett,13056883,P,4000,MIL@OAK 08/01/2019 03:37PM ET,OAK,0
RP,Blake Treinen (13056892),Blake Treinen,13056892,P,4000,MIL@OAK 08/01/2019 03:37PM ET,OAK,3.12
RP,Dean Kiekhefer (13056893),Dean Kiekhefer,13056893,P,4000,MIL@OAK 08/01/2019 03:37PM ET,OAK,0
RP,Kyle Lobstein (13056897),Kyle Lobstein,13056897,P,4000,MIL@OAK 08/01/2019 03:37PM ET,OAK,0
RP,Matt Albers (13056901),Matt Albers,13056901,P,4000,MIL@OAK 08/01/2019 03:37PM ET,MIL,3.12
RP,Taylor Williams (13056903),Taylor Williams,13056903,P,4000,MIL@OAK 08/01/2019 03:37PM ET,MIL,0.51
RP,Jake Diekman (13056907),Jake Diekman,13056907,P,4000,MIL@OAK 08/01/2019 03:37PM ET,OAK,2.84
RP,Aaron Wilkerson (13056908),Aaron Wilkerson,13056908,P,4000,MIL@OAK 08/01/2019 03:37PM ET,MIL,2.29
RP,Jeremy Jeffress (13056914),Jeremy Jeffress,13056914,P,4000,MIL@OAK 08/01/2019 03:37PM ET,MIL,2.82
RP,Jay Jackson (13056921),Jay Jackson,13056921,P,4000,MIL@OAK 08/01/2019 03:37PM ET,MIL,5.17
RP,Lou Trivino (13056923),Lou Trivino,13056923,P,4000,MIL@OAK 08/01/2019 03:37PM ET,OAK,2.34
RP,Alex Claudio (13056934),Alex Claudio,13056934,P,4000,MIL@OAK 08/01/2019 03:37PM ET,MIL,1.72
RP,Wei-Chung Wang (13056936),Wei-Chung Wang,13056936,P,4000,MIL@OAK 08/01/2019 03:37PM ET,OAK,2.84
RP,Yusmeiro Petit (13056942),Yusmeiro Petit,13056942,P,4000,MIL@OAK 08/01/2019 03:37PM ET,OAK,3.14
OF,Yoenis Cespedes (13056462),Yoenis Cespedes,13056462,OF,3900,NYM@CWS 08/01/2019 02:10PM ET,NYM,0
1B,Jose Abreu (13056466),Jose Abreu,13056466,1B,3900,NYM@CWS 08/01/2019 02:10PM ET,CWS,7.93
3B/OF,Brian Anderson (13056464),Brian Anderson,13056464,3B/OF,3900,MIN@MIA 08/01/2019 12:10PM ET,MIA,7.18
2B/OF,Yangervis Solarte (13056468),Yangervis Solarte,13056468,2B/OF,3900,MIN@MIA 08/01/2019 12:10PM ET,MIA,3.64
C,Rene Rivera (13056467),Rene Rivera,13056467,C,3900,SF@PHI 08/01/2019 01:05PM ET,SF,0
OF/SS,Leury Garcia (13056470),Leury Garcia,13056470,SS/OF,3800,NYM@CWS 08/01/2019 02:10PM ET,CWS,7.40
2B/SS,Adeiny Hechavarria (13056475),Adeiny Hechavarria,13056475,2B/SS,3800,NYM@CWS 08/01/2019 02:10PM ET,NYM,4.53
OF,Eloy Jimenez (13056480),Eloy Jimenez,13056480,OF,3800,NYM@CWS 08/01/2019 02:10PM ET,CWS,7.23
OF,Rajai Davis (13056485),Rajai Davis,13056485,OF,3800,NYM@CWS 08/01/2019 02:10PM ET,NYM,5.75
C,Jason Castro (13056472),Jason Castro,13056472,C,3800,MIN@MIA 08/01/2019 12:10PM ET,MIN,6.92
2B/3B,Luis Arraez (13056473),Luis Arraez,13056473,2B/3B,3800,MIN@MIA 08/01/2019 12:10PM ET,MIN,6.83
2B,Jonathan Schoop (13056482),Jonathan Schoop,13056482,2B,3800,MIN@MIA 08/01/2019 12:10PM ET,MIN,7.26
3B/SS,Ehire Adrianza (13056483),Ehire Adrianza,13056483,3B/SS,3800,MIN@MIA 08/01/2019 12:10PM ET,MIN,5.12
1B,Brandon Belt (13056481),Brandon Belt,13056481,1B,3800,SF@PHI 08/01/2019 01:05PM ET,SF,6.77
OF,Joey Rickard (13056486),Joey Rickard,13056486,OF,3800,SF@PHI 08/01/2019 01:05PM ET,SF,4.55
OF,Ben Gamel (13056479),Ben Gamel,13056479,OF,3800,MIL@OAK 08/01/2019 03:37PM ET,MIL,4.55
OF,Harold Ramirez (13056488),Harold Ramirez,13056488,OF,3700,MIN@MIA 08/01/2019 12:10PM ET,MIA,6.5
C,Buster Posey (13056489),Buster Posey,13056489,C,3700,SF@PHI 08/01/2019 01:05PM ET,SF,6.09
3B,Maikel Franco (13056490),Maikel Franco,13056490,3B,3700,SF@PHI 08/01/2019 01:05PM ET,PHI,6.02
OF,Roman Quinn (13056494),Roman Quinn,13056494,OF,3700,SF@PHI 08/01/2019 01:05PM ET,PHI,3.16
OF,Mike Gerber (13056495),Mike Gerber,13056495,OF,3700,SF@PHI 08/01/2019 01:05PM ET,SF,1.75
OF,Robbie Grossman (13056491),Robbie Grossman,13056491,OF,3700,MIL@OAK 08/01/2019 03:37PM ET,OAK,5.98
OF,Khris Davis (13056492),Khris Davis,13056492,OF,3700,MIL@OAK 08/01/2019 03:37PM ET,OAK,6.96
